i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
-0.9355,0.2025,1.138,0.3665,-1.037,0.6705,-0.7845,-0.65,-0.571,-0.571,-0.593,-0.663,0.1095,0.7305,-0.077
-0.9515,0.2,1.1515,0.3755,-1.0515,0.676,-0.77,-0.646,-0.569,-0.568,-0.59,-0.6605,0.107,0.7285,-0.081
-0.955,0.194,1.149,0.3805,-1.052,0.6715,-0.7645,-0.643,-0.565,-0.5635,-0.586,-0.6565,0.1065,0.7235,-0.083
-0.9455,0.1875,1.1335,0.379,-1.0395,0.6605,-0.7675,-0.6465,-0.569,-0.565,-0.588,-0.658,0.108,0.718,-0.0795
-0.931,0.187,1.118,0.372,-1.0245,0.6525,-0.774,-0.6515,-0.576,-0.5705,-0.595,-0.6645,0.108,0.7205,-0.078
-0.9075,0.1985,1.1065,0.3545,-1.007,0.6525,-0.781,-0.659,-0.5825,-0.5785,-0.6025,-0.6715,0.109,0.7255,-0.0775
-0.9215,0.2065,1.1275,0.3575,-1.0245,0.667,-0.776,-0.6575,-0.581,-0.5765,-0.5995,-0.6685,0.1085,0.73,-0.079
-0.938,0.1935,1.131,0.3725,-1.0345,0.6625,-0.769,-0.652,-0.575,-0.573,-0.593,-0.6635,0.1085,0.7275,-0.0795
-0.9375,0.182,1.12,0.378,-1.029,0.651,-0.769,-0.654,-0.579,-0.5775,-0.5955,-0.6665,0.1055,0.72,-0.0795
-0.947,0.1965,1.143,0.3755,-1.045,0.67,-0.773,-0.657,-0.584,-0.5805,-0.599,-0.668,0.104,0.7285,-0.0805
-0.939,0.2085,1.148,0.365,-1.0435,0.678,-0.773,-0.6595,-0.584,-0.5795,-0.5995,-0.668,0.1055,0.7315,-0.079
-0.9425,0.208,1.1505,0.3675,-1.0465,0.679,-0.7705,-0.657,-0.581,-0.577,-0.5965,-0.666,0.1055,0.7275,-0.0785
-0.9495,0.2055,1.1545,0.372,-1.052,0.68,-0.77,-0.6575,-0.5805,-0.578,-0.5955,-0.666,0.105,0.727,-0.0785
-0.9425,0.1985,1.141,0.372,-1.042,0.67,-0.773,-0.6615,-0.586,-0.5815,-0.6005,-0.6705,0.104,0.721,-0.077
-0.936,0.1925,1.1285,0.372,-1.0325,0.6605,-0.7755,-0.6625,-0.587,-0.5825,-0.6035,-0.6715,0.1045,0.7195,-0.076
-0.947,0.1865,1.1335,0.3805,-1.0405,0.66,-0.7735,-0.66,-0.5845,-0.5795,-0.6005,-0.67,0.103,0.7225,-0.0755
-0.954,0.181,1.135,0.3865,-1.0445,0.658,-0.7715,-0.657,-0.583,-0.5755,-0.5965,-0.667,0.103,0.719,-0.075
-0.959,0.1805,1.139,0.389,-1.049,0.66,-0.7675,-0.6545,-0.5785,-0.5725,-0.593,-0.6645,0.104,0.7195,-0.074
-0.967,0.185,1.152,0.391,-1.0595,0.6685,-0.767,-0.656,-0.58,-0.5735,-0.594,-0.665,0.101,0.725,-0.0745
-0.9575,0.1865,1.1445,0.3855,-1.051,0.6655,-0.7725,-0.662,-0.587,-0.5795,-0.598,-0.669,0.102,0.7265,-0.0745
-0.9665,0.1825,1.1495,0.392,-1.058,0.666,-0.773,-0.6635,-0.5875,-0.5805,-0.599,-0.67,0.0995,0.7275,-0.072
-0.969,0.183,1.152,0.393,-1.0605,0.6675,-0.771,-0.662,-0.586,-0.58,-0.597,-0.669,0.096,0.7255,-0.0735
-0.958,0.181,1.139,0.3885,-1.0485,0.66,-0.7715,-0.6645,-0.5895,-0.5845,-0.6005,-0.6725,0.0965,0.7205,-0.0745
-0.9345,0.187,1.1215,0.374,-1.028,0.6545,-0.773,-0.666,-0.5935,-0.5875,-0.603,-0.675,0.098,0.719,-0.073
-0.9205,0.188,1.108,0.3665,-1.014,0.648,-0.7775,-0.673,-0.6015,-0.5935,-0.6085,-0.6795,0.0965,0.719,-0.0745
-0.9325,0.1815,1.1145,0.3755,-1.0235,0.648,-0.778,-0.676,-0.6025,-0.596,-0.6105,-0.6825,0.0955,0.72,-0.074
-0.942,0.1845,1.127,0.379,-1.0345,0.656,-0.772,-0.6705,-0.596,-0.591,-0.6055,-0.677,0.0965,0.718,-0.0735
-0.955,0.182,1.137,0.3865,-1.046,0.6595,-0.77,-0.668,-0.5925,-0.587,-0.602,-0.672,0.097,0.7175,-0.0715
-0.9525,0.181,1.1335,0.3855,-1.043,0.6575,-0.773,-0.6685,-0.5935,-0.5875,-0.604,-0.6735,0.0975,0.7195,-0.0705
-0.971,0.187,1.1585,0.392,-1.065,0.6725,-0.768,-0.6655,-0.591,-0.5835,-0.601,-0.669,0.0965,0.7225,-0.07
-0.994,0.192,1.1855,0.401,-1.09,0.6885,-0.7605,-0.6595,-0.586,-0.5785,-0.594,-0.663,0.0965,0.7285,-0.072
-0.989,0.194,1.183,0.3975,-1.086,0.6885,-0.7595,-0.658,-0.585,-0.5775,-0.595,-0.6625,0.096,0.7305,-0.0725
-0.974,0.1895,1.1635,0.3925,-1.069,0.6765,-0.765,-0.663,-0.588,-0.5815,-0.6,-0.6675,0.095,0.7245,-0.0675
-0.9535,0.1815,1.135,0.386,-1.0445,0.6585,-0.776,-0.6755,-0.5995,-0.592,-0.61,-0.679,0.092,0.723,-0.0695
-0.9505,0.184,1.1345,0.383,-1.0425,0.6595,-0.778,-0.6775,-0.6015,-0.5945,-0.6125,-0.6815,0.091,0.727,-0.069
-0.9545,0.185,1.1395,0.385,-1.047,0.662,-0.7805,-0.68,-0.603,-0.596,-0.6145,-0.683,0.093,0.7295,-0.0705
-0.9535,0.1855,1.139,0.384,-1.046,0.662,-0.784,-0.6835,-0.606,-0.5985,-0.616,-0.6835,0.0935,0.729,-0.07
-0.942,0.186,1.128,0.378,-1.035,0.657,-0.783,-0.681,-0.604,-0.5975,-0.617,-0.684,0.0925,0.723,-0.07
-0.936,0.1825,1.1185,0.3765,-1.027,0.6505,-0.786,-0.683,-0.6075,-0.5985,-0.62,-0.687,0.0915,0.7195,-0.073
-0.932,0.182,1.1135,0.375,-1.023,0.648,-0.7885,-0.6875,-0.611,-0.601,-0.623,-0.689,0.0925,0.7195,-0.0705
-0.918,0.1795,1.0975,0.3695,-1.008,0.6385,-0.7945,-0.6955,-0.618,-0.6095,-0.631,-0.6965,0.092,0.725,-0.071
-0.922,0.187,1.109,0.368,-1.0155,0.648,-0.794,-0.696,-0.62,-0.61,-0.632,-0.697,0.092,0.7295,-0.0685
-0.942,0.1935,1.1355,0.3745,-1.0385,0.6645,-0.7865,-0.689,-0.6125,-0.6015,-0.6235,-0.6875,0.0925,0.731,-0.067
-0.953,0.189,1.1415,0.382,-1.047,0.6655,-0.7815,-0.6845,-0.606,-0.5955,-0.616,-0.681,0.0945,0.7315,-0.07
-0.9655,0.1865,1.152,0.3895,-1.0585,0.669,-0.7765,-0.68,-0.6015,-0.5895,-0.6115,-0.676,0.0955,0.7265,-0.069
-0.9735,0.1835,1.1565,0.395,-1.065,0.67,-0.773,-0.679,-0.5995,-0.5895,-0.6095,-0.674,0.0935,0.722,-0.0685
-0.976,0.1835,1.16,0.396,-1.068,0.672,-0.775,-0.6805,-0.6025,-0.593,-0.6125,-0.6775,0.092,0.7215,-0.0685
-0.986,0.1835,1.1695,0.401,-1.078,0.6765,-0.778,-0.682,-0.604,-0.593,-0.6135,-0.6795,0.0915,0.7225,-0.068
-0.948,0.1855,1.1335,0.3815,-1.041,0.6595,-0.7835,-0.691,-0.6105,-0.6005,-0.6205,-0.6865,0.0905,0.721,-0.0695
-0.899,0.1875,1.0865,0.356,-0.9925,0.637,-0.7975,-0.706,-0.6245,-0.6145,-0.636,-0.7005,0.09,0.7215,-0.07
-0.909,0.1785,1.0875,0.3655,-0.998,0.633,-0.796,-0.7035,-0.623,-0.6115,-0.634,-0.698,0.0895,0.7125,-0.069
-0.929,0.1765,1.105,0.3765,-1.017,0.6405,-0.784,-0.6925,-0.6125,-0.6015,-0.625,-0.6885,0.09,0.7075,-0.0695
-0.93,0.179,1.109,0.3755,-1.0195,0.644,-0.7865,-0.6935,-0.6145,-0.603,-0.625,-0.6905,0.09,0.7115,-0.068
-0.928,0.181,1.109,0.3735,-1.0185,0.645,-0.79,-0.6965,-0.616,-0.6055,-0.6275,-0.694,0.089,0.719,-0.0695
-0.9295,0.1805,1.11,0.3745,-1.0195,0.645,-0.7935,-0.6995,-0.62,-0.6095,-0.63,-0.6955,0.0895,0.7205,-0.068
-0.9605,0.174,1.1345,0.393,-1.0475,0.654,-0.7905,-0.697,-0.6185,-0.6065,-0.6255,-0.6915,0.089,0.7145,-0.0655
-0.982,0.175,1.157,0.4035,-1.0695,0.666,-0.785,-0.6935,-0.612,-0.6005,-0.621,-0.689,0.0875,0.717,-0.067
-0.9575,0.182,1.14,0.388,-1.049,0.661,-0.789,-0.698,-0.617,-0.6045,-0.6255,-0.6925,0.0885,0.723,-0.068
-0.9575,0.184,1.141,0.3865,-1.049,0.6625,-0.789,-0.6965,-0.617,-0.604,-0.6245,-0.692,0.089,0.7245,-0.0695
-0.9675,0.1815,1.149,0.3925,-1.058,0.6655,-0.7865,-0.695,-0.6145,-0.602,-0.622,-0.6905,0.088,0.716,-0.0665
-0.964,0.1795,1.1435,0.3925,-1.0535,0.6615,-0.7875,-0.697,-0.618,-0.604,-0.625,-0.692,0.0875,0.713,-0.064
-0.959,0.172,1.131,0.3935,-1.045,0.6515,-0.7885,-0.6995,-0.6225,-0.6075,-0.6295,-0.696,0.085,0.715,-0.0685
-0.943,0.176,1.1185,0.3835,-1.0305,0.647,-0.789,-0.7035,-0.625,-0.6115,-0.6335,-0.699,0.0855,0.7185,-0.069
-0.9495,0.182,1.1315,0.384,-1.0405,0.6565,-0.787,-0.7015,-0.623,-0.6095,-0.631,-0.6975,0.086,0.722,-0.069
-0.9595,0.184,1.1435,0.3875,-1.0515,0.6635,-0.782,-0.6955,-0.619,-0.604,-0.625,-0.693,0.086,0.7245,-0.0715
-0.9525,0.188,1.14,0.3825,-1.0465,0.664,-0.782,-0.6965,-0.6195,-0.603,-0.6245,-0.692,0.088,0.7205,-0.069
-0.9405,0.1915,1.132,0.3745,-1.0365,0.662,-0.7875,-0.702,-0.621,-0.6055,-0.628,-0.6945,0.0895,0.714,-0.067
-0.937,0.1915,1.1285,0.373,-1.033,0.66,-0.7885,-0.702,-0.6215,-0.607,-0.6275,-0.696,0.0915,0.716,-0.064
-0.947,0.1745,1.1215,0.3865,-1.0345,0.648,-0.7855,-0.7,-0.6225,-0.6085,-0.6275,-0.696,0.089,0.7145,-0.066
-0.9465,0.1645,1.1115,0.391,-1.029,0.638,-0.785,-0.7,-0.622,-0.609,-0.628,-0.6945,0.0875,0.7075,-0.0685
-0.951,0.1715,1.1225,0.3895,-1.0365,0.647,-0.7845,-0.6995,-0.622,-0.6085,-0.628,-0.693,0.0885,0.71,-0.0665
-0.9555,0.178,1.1335,0.389,-1.0445,0.6555,-0.781,-0.6965,-0.62,-0.606,-0.6255,-0.692,0.0875,0.7155,-0.0665
-0.955,0.176,1.131,0.3895,-1.043,0.6535,-0.7765,-0.6935,-0.6165,-0.6035,-0.6225,-0.688,0.0875,0.7125,-0.068
-0.9585,0.1705,1.1285,0.394,-1.0435,0.649,-0.7755,-0.6925,-0.617,-0.604,-0.6235,-0.6875,0.0865,0.709,-0.0675
-0.9615,0.1665,1.128,0.3975,-1.045,0.6475,-0.776,-0.693,-0.617,-0.604,-0.623,-0.688,0.086,0.708,-0.07
-0.973,0.161,1.134,0.4055,-1.0535,0.648,-0.7805,-0.694,-0.617,-0.605,-0.6235,-0.689,0.084,0.7115,-0.071
-0.958,0.1605,1.1185,0.3985,-1.038,0.639,-0.788,-0.7015,-0.625,-0.6135,-0.6305,-0.6965,0.084,0.711,-0.0685
-0.9415,0.1715,1.113,0.385,-1.027,0.642,-0.788,-0.703,-0.6265,-0.613,-0.6305,-0.6965,0.088,0.7115,-0.066
-0.954,0.172,1.126,0.391,-1.04,0.649,-0.784,-0.6995,-0.6215,-0.6085,-0.6265,-0.6915,0.088,0.7135,-0.067
-0.9505,0.1635,1.114,0.3935,-1.032,0.6385,-0.787,-0.702,-0.6245,-0.6125,-0.629,-0.693,0.088,0.7055,-0.066
-0.9535,0.1625,1.116,0.3955,-1.0345,0.639,-0.7875,-0.701,-0.6255,-0.611,-0.6305,-0.693,0.0885,0.7045,-0.0635
-0.966,0.1605,1.1265,0.4025,-1.0465,0.6435,-0.7835,-0.699,-0.6225,-0.6085,-0.6285,-0.691,0.086,0.7085,-0.067
-0.9615,0.16,1.1215,0.4005,-1.0415,0.641,-0.782,-0.6995,-0.6225,-0.6085,-0.6275,-0.6905,0.0855,0.706,-0.0665
-0.961,0.16,1.121,0.4005,-1.041,0.6405,-0.782,-0.6985,-0.622,-0.6065,-0.6265,-0.6895,0.0865,0.706,-0.0655
-0.961,0.1635,1.124,0.3985,-1.0425,0.6435,-0.7835,-0.7,-0.6225,-0.6085,-0.628,-0.691,0.0875,0.7115,-0.066
-0.9545,0.164,1.1185,0.3955,-1.0365,0.6415,-0.7845,-0.699,-0.6225,-0.6085,-0.628,-0.6905,0.0885,0.71,-0.064
-0.957,0.1625,1.1195,0.397,-1.038,0.641,-0.778,-0.691,-0.616,-0.6025,-0.621,-0.684,0.089,0.7065,-0.0645
-0.9615,0.16,1.121,0.401,-1.041,0.6405,-0.7755,-0.69,-0.6145,-0.6005,-0.6205,-0.6815,0.0875,0.705,-0.0645
-0.955,0.156,1.111,0.3995,-1.033,0.6335,-0.7805,-0.6955,-0.6195,-0.6045,-0.6255,-0.6855,0.0865,0.7035,-0.0645
-0.9535,0.174,1.1275,0.3895,-1.0405,0.651,-0.791,-0.7065,-0.6285,-0.6155,-0.6335,-0.6955,0.085,0.715,-0.064
-0.9525,0.1915,1.144,0.3805,-1.048,0.6675,-0.7965,-0.7115,-0.634,-0.621,-0.638,-0.7005,0.0865,0.725,-0.063
-0.961,0.1875,1.1485,0.3865,-1.0545,0.668,-0.7885,-0.7035,-0.6265,-0.6135,-0.63,-0.6925,0.087,0.7195,-0.062
-0.971,0.1795,1.1505,0.396,-1.061,0.665,-0.784,-0.7015,-0.624,-0.6105,-0.629,-0.69,0.0845,0.72,-0.064
-0.973,0.1725,1.1455,0.4005,-1.0595,0.659,-0.785,-0.7005,-0.622,-0.6105,-0.6295,-0.689,0.085,0.7175,-0.0635
-0.9895,0.165,1.1545,0.412,-1.072,0.66,-0.7795,-0.6955,-0.616,-0.6045,-0.624,-0.6845,0.0855,0.7055,-0.0615
-0.9995,0.1605,1.16,0.4195,-1.08,0.66,-0.7815,-0.6975,-0.619,-0.6045,-0.6265,-0.6865,0.0845,0.7115,-0.0645
-0.997,0.165,1.162,0.416,-1.0795,0.664,-0.7835,-0.6995,-0.6205,-0.6055,-0.626,-0.6865,0.0865,0.7185,-0.064
-0.9885,0.1705,1.1585,0.409,-1.0735,0.6645,-0.781,-0.699,-0.62,-0.6055,-0.6255,-0.6875,0.0865,0.717,-0.065
-0.979,0.1705,1.149,0.4045,-1.064,0.6595,-0.785,-0.703,-0.6235,-0.608,-0.6275,-0.691,0.0855,0.716,-0.0655
-0.9675,0.168,1.1355,0.4,-1.0515,0.652,-0.7855,-0.706,-0.625,-0.608,-0.6275,-0.692,0.088,0.713,-0.0635
-0.963,0.166,1.129,0.399,-1.046,0.6475,-0.783,-0.7075,-0.627,-0.6105,-0.6295,-0.694,0.0885,0.7135,-0.063
-0.9585,0.1625,1.1215,0.398,-1.04,0.642,-0.7835,-0.71,-0.631,-0.614,-0.633,-0.6965,0.0865,0.709,-0.063
-0.941,0.1635,1.1045,0.3885,-1.023,0.634,-0.788,-0.7165,-0.638,-0.6205,-0.6395,-0.703,0.0855,0.707,-0.0655
-0.9365,0.169,1.1055,0.3835,-1.021,0.637,-0.7935,-0.718,-0.6405,-0.623,-0.641,-0.7065,0.0865,0.711,-0.0675
-0.948,0.1725,1.12,0.388,-1.034,0.646,-0.7905,-0.711,-0.634,-0.616,-0.636,-0.7015,0.0885,0.7115,-0.069
-0.951,0.1755,1.126,0.388,-1.0385,0.6505,-0.7865,-0.706,-0.628,-0.61,-0.629,-0.6955,0.0895,0.711,-0.0725
-0.937,0.1715,1.1085,0.3825,-1.0225,0.64,-0.7865,-0.705,-0.6275,-0.6115,-0.6285,-0.694,0.0905,0.7075,-0.074
-0.927,0.1725,1.099,0.377,-1.013,0.636,-0.7895,-0.7075,-0.629,-0.615,-0.632,-0.699,0.092,0.7075,-0.072
-0.9315,0.1765,1.108,0.3775,-1.02,0.6425,-0.785,-0.7015,-0.623,-0.6095,-0.6285,-0.6955,0.094,0.7105,-0.0705
-0.9475,0.1765,1.124,0.3855,-1.0355,0.65,-0.7755,-0.694,-0.618,-0.6055,-0.627,-0.692,0.094,0.714,-0.0755
-0.95,0.1825,1.1325,0.3835,-1.041,0.6575,-0.7765,-0.694,-0.619,-0.6055,-0.63,-0.6955,0.0945,0.721,-0.0775
-0.9455,0.189,1.1345,0.378,-1.04,0.662,-0.7715,-0.6885,-0.6145,-0.601,-0.6265,-0.6915,0.0955,0.7265,-0.0775
-0.956,0.193,1.149,0.3815,-1.0525,0.671,-0.7575,-0.6815,-0.6065,-0.595,-0.619,-0.6845,0.097,0.7285,-0.079
-0.9545,0.1905,1.145,0.382,-1.0495,0.6675,-0.754,-0.6825,-0.6055,-0.5945,-0.6195,-0.6845,0.0975,0.729,-0.0785
-0.9465,0.1915,1.1385,0.3775,-1.0425,0.665,-0.753,-0.6835,-0.6035,-0.595,-0.6185,-0.685,0.0975,0.7275,-0.079
-0.9565,0.1875,1.1445,0.3845,-1.0505,0.666,-0.746,-0.6765,-0.5965,-0.5865,-0.6105,-0.6795,0.0985,0.7235,-0.08
-0.9685,0.182,1.1505,0.3935,-1.0595,0.6665,-0.7365,-0.6685,-0.5905,-0.58,-0.606,-0.6755,0.096,0.7305,-0.083
-0.9585,0.1965,1.1555,0.381,-1.057,0.676,-0.734,-0.669,-0.591,-0.582,-0.607,-0.6785,0.096,0.7435,-0.086
-0.945,0.194,1.139,0.3755,-1.042,0.6665,-0.738,-0.6735,-0.595,-0.585,-0.611,-0.682,0.0995,0.7395,-0.084
-0.9485,0.1825,1.131,0.383,-1.04,0.657,-0.7355,-0.67,-0.5935,-0.583,-0.6095,-0.681,0.101,0.7335,-0.0845
-0.9535,0.1855,1.139,0.384,-1.046,0.662,-0.734,-0.668,-0.594,-0.5845,-0.611,-0.684,0.099,0.7365,-0.088
-0.954,0.192,1.146,0.381,-1.05,0.669,-0.726,-0.6645,-0.591,-0.5835,-0.6105,-0.683,0.098,0.7455,-0.089
-0.935,0.206,1.141,0.3645,-1.038,0.6735,-0.7245,-0.662,-0.5895,-0.5805,-0.6085,-0.683,0.1,0.7515,-0.0895
-0.9385,0.21,1.149,0.3645,-1.0435,0.6795,-0.7245,-0.6595,-0.5865,-0.5785,-0.606,-0.6805,0.102,0.7515,-0.089
-0.957,0.2095,1.1665,0.3735,-1.062,0.688,-0.717,-0.6535,-0.5815,-0.5735,-0.601,-0.673,0.104,0.753,-0.089
-0.949,0.209,1.158,0.37,-1.0535,0.6835,-0.7145,-0.655,-0.5835,-0.576,-0.6025,-0.674,0.1045,0.75,-0.088
-0.9425,0.204,1.1465,0.3695,-1.0445,0.675,-0.7095,-0.654,-0.582,-0.5765,-0.6015,-0.6735,0.103,0.7475,-0.0895
-0.9465,0.201,1.1475,0.373,-1.047,0.6745,-0.712,-0.6565,-0.584,-0.579,-0.6045,-0.6765,0.103,0.745,-0.088
-0.944,0.2015,1.1455,0.3715,-1.045,0.6735,-0.715,-0.658,-0.5855,-0.5835,-0.607,-0.6785,0.1025,0.744,-0.088
-0.925,0.206,1.131,0.3595,-1.028,0.6685,-0.721,-0.6615,-0.591,-0.59,-0.6125,-0.6855,0.1025,0.7435,-0.089
-0.924,0.2015,1.1255,0.3615,-1.025,0.6635,-0.728,-0.6665,-0.5935,-0.594,-0.6165,-0.6905,0.105,0.739,-0.086
-0.9335,0.196,1.1295,0.3685,-1.0315,0.6625,-0.7205,-0.6575,-0.5835,-0.5835,-0.6065,-0.68,0.109,0.7435,-0.0845
-0.9325,0.1965,1.129,0.368,-1.0305,0.6625,-0.718,-0.653,-0.5815,-0.579,-0.6035,-0.677,0.111,0.7395,-0.087
-0.9275,0.197,1.125,0.365,-1.0265,0.661,-0.723,-0.6575,-0.584,-0.5815,-0.607,-0.6805,0.1125,0.7355,-0.089
-0.924,0.196,1.1205,0.364,-1.022,0.6585,-0.727,-0.659,-0.585,-0.583,-0.609,-0.682,0.1145,0.7345,-0.084
-0.9275,0.1935,1.1205,0.367,-1.024,0.657,-0.7295,-0.6585,-0.585,-0.583,-0.609,-0.6825,0.1145,0.735,-0.0855
-0.934,0.1975,1.1315,0.368,-1.0325,0.6645,-0.7315,-0.6565,-0.5825,-0.5795,-0.6075,-0.681,0.1155,0.7485,-0.087
-0.937,0.2,1.137,0.3685,-1.037,0.6685,-0.736,-0.653,-0.578,-0.576,-0.603,-0.6765,0.119,0.743,-0.083
-0.934,0.2035,1.1375,0.365,-1.036,0.6705,-0.737,-0.647,-0.5735,-0.5725,-0.6,-0.674,0.1235,0.7335,-0.0835
-0.9345,0.2065,1.141,0.364,-1.0375,0.6735,-0.731,-0.643,-0.573,-0.573,-0.6015,-0.675,0.1235,0.7315,-0.088
-0.9305,0.2025,1.133,0.364,-1.0315,0.6675,-0.7335,-0.6435,-0.5745,-0.578,-0.6035,-0.6765,0.1255,0.735,-0.0885
-0.924,0.1965,1.1205,0.3635,-1.022,0.6585,-0.742,-0.6435,-0.5745,-0.578,-0.6045,-0.677,0.1305,0.7385,-0.0855
-0.9225,0.194,1.1165,0.364,-1.0195,0.6555,-0.747,-0.639,-0.571,-0.575,-0.6005,-0.674,0.1345,0.738,-0.083
-0.9165,0.1945,1.1105,0.361,-1.0135,0.6525,-0.75,-0.6375,-0.5675,-0.573,-0.5985,-0.672,0.136,0.732,-0.0815
-0.933,0.193,1.126,0.37,-1.0295,0.6595,-0.7445,-0.635,-0.5655,-0.5705,-0.5965,-0.668,0.1325,0.729,-0.083
-0.9415,0.199,1.14,0.3715,-1.041,0.6695,-0.743,-0.6335,-0.5625,-0.568,-0.591,-0.6625,0.1325,0.736,-0.0805
-0.9305,0.195,1.125,0.368,-1.0275,0.66,-0.7575,-0.6475,-0.5705,-0.572,-0.5965,-0.6675,0.13,0.7305,-0.0755
-0.942,0.194,1.136,0.374,-1.039,0.665,-0.773,-0.6655,-0.5805,-0.5785,-0.6015,-0.6715,0.1255,0.7335,-0.068
-0.9465,0.202,1.1485,0.372,-1.0475,0.6755,-0.786,-0.677,-0.586,-0.58,-0.6005,-0.67,0.1265,0.741,-0.0605
-0.9245,0.202,1.1265,0.361,-1.0255,0.6645,-0.807,-0.694,-0.6,-0.593,-0.6115,-0.679,0.1265,0.7375,-0.056
-0.9095,0.202,1.1115,0.354,-1.0105,0.6565,-0.827,-0.712,-0.6145,-0.606,-0.624,-0.691,0.1255,0.738,-0.0515
-0.924,0.191,1.115,0.3665,-1.0195,0.653,-0.8305,-0.7145,-0.6165,-0.6055,-0.6245,-0.69,0.122,0.7305,-0.0525
-0.942,0.1805,1.1225,0.3805,-1.032,0.6515,-0.827,-0.711,-0.6145,-0.6025,-0.6215,-0.685,0.1195,0.72,-0.0505
-0.9575,0.169,1.127,0.394,-1.042,0.648,-0.8245,-0.711,-0.615,-0.6,-0.619,-0.684,0.116,0.71,-0.05
-0.97,0.157,1.127,0.4065,-1.0485,0.642,-0.8205,-0.7105,-0.616,-0.6005,-0.6195,-0.682,0.1115,0.7025,-0.0505
-0.97,0.1565,1.127,0.4065,-1.0485,0.642,-0.8195,-0.715,-0.6225,-0.607,-0.6225,-0.6835,0.1095,0.7035,-0.0465
-0.978,0.1555,1.133,0.411,-1.0555,0.644,-0.824,-0.72,-0.628,-0.6105,-0.626,-0.686,0.11,0.7015,-0.0445
-0.9715,0.1535,1.125,0.409,-1.048,0.6395,-0.833,-0.7265,-0.6305,-0.613,-0.628,-0.689,0.111,0.702,-0.0425
-0.962,0.156,1.1185,0.403,-1.0405,0.637,-0.8365,-0.729,-0.6345,-0.6165,-0.6305,-0.691,0.11,0.7,-0.044
-0.9555,0.1535,1.109,0.401,-1.0325,0.631,-0.836,-0.729,-0.6375,-0.619,-0.6315,-0.692,0.1105,0.6945,-0.0425
-0.935,0.143,1.0775,0.396,-1.006,0.6105,-0.843,-0.7395,-0.6485,-0.631,-0.6415,-0.7035,0.107,0.687,-0.046
-0.9425,0.146,1.0885,0.398,-1.0155,0.6175,-0.8435,-0.744,-0.6525,-0.6355,-0.647,-0.708,0.1055,0.689,-0.045
-0.938,0.154,1.092,0.392,-1.015,0.623,-0.8425,-0.747,-0.6555,-0.637,-0.6485,-0.7095,0.105,0.6965,-0.042
-0.9285,0.15,1.0785,0.389,-1.0035,0.6145,-0.842,-0.7515,-0.661,-0.642,-0.6545,-0.715,0.101,0.6895,-0.045
-0.943,0.149,1.0915,0.397,-1.017,0.62,-0.8365,-0.7495,-0.6595,-0.6415,-0.6535,-0.714,0.0975,0.689,-0.045
-0.9475,0.151,1.0985,0.3985,-1.023,0.6245,-0.8325,-0.7465,-0.6585,-0.6385,-0.6515,-0.7135,0.096,0.689,-0.0455
-0.949,0.1495,1.0985,0.4,-1.024,0.624,-0.8335,-0.746,-0.658,-0.64,-0.6535,-0.715,0.0955,0.686,-0.043
-0.954,0.139,1.0935,0.4075,-1.024,0.6165,-0.8385,-0.7515,-0.663,-0.644,-0.6575,-0.7185,0.0935,0.6805,-0.04
-0.9715,0.132,1.1035,0.4195,-1.0375,0.618,-0.833,-0.75,-0.6615,-0.6405,-0.655,-0.716,0.093,0.6775,-0.039
-0.9645,0.1335,1.0975,0.4155,-1.031,0.6155,-0.831,-0.752,-0.665,-0.6445,-0.6575,-0.7195,0.09,0.681,-0.0395
-0.946,0.134,1.08,0.406,-1.0125,0.607,-0.8345,-0.758,-0.6725,-0.652,-0.663,-0.7245,0.0875,0.6805,-0.0395
-0.9425,0.133,1.0755,0.405,-1.009,0.604,-0.8345,-0.759,-0.674,-0.6545,-0.666,-0.7275,0.0855,0.6835,-0.0395
-0.944,0.1325,1.076,0.4055,-1.01,0.6045,-0.8375,-0.7625,-0.679,-0.659,-0.6705,-0.7305,0.084,0.6885,-0.04
-0.962,0.132,1.094,0.415,-1.028,0.613,-0.8325,-0.7585,-0.6745,-0.6545,-0.663,-0.7225,0.085,0.6905,-0.0385
-0.9835,0.1285,1.112,0.4275,-1.048,0.6205,-0.824,-0.7485,-0.6655,-0.647,-0.656,-0.713,0.083,0.6885,-0.038
-0.9995,0.1315,1.131,0.434,-1.0655,0.631,-0.8215,-0.7465,-0.6655,-0.6465,-0.6545,-0.711,0.081,0.692,-0.0375
-1.0115,0.1335,1.145,0.439,-1.0785,0.6395,-0.819,-0.748,-0.665,-0.6475,-0.654,-0.7105,0.079,0.695,-0.0365
-1.017,0.133,1.15,0.442,-1.0835,0.6415,-0.8155,-0.7485,-0.6665,-0.648,-0.653,-0.71,0.077,0.6975,-0.0375
-1.016,0.1305,1.1465,0.443,-1.0815,0.6385,-0.8175,-0.754,-0.671,-0.6505,-0.656,-0.713,0.0765,0.697,-0.0355
-0.9845,0.125,1.11,0.43,-1.047,0.6175,-0.827,-0.7645,-0.68,-0.662,-0.668,-0.723,0.076,0.691,-0.0335
-0.963,0.126,1.089,0.4185,-1.026,0.6075,-0.832,-0.771,-0.6865,-0.6675,-0.6745,-0.73,0.077,0.6915,-0.034
-0.973,0.128,1.101,0.4225,-1.037,0.6145,-0.8295,-0.7705,-0.686,-0.6665,-0.6745,-0.7305,0.0765,0.6905,-0.0335
